Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Cluster
513469,22023,EMPIRE BIRTHDAY CARD,12,06/24/2010 16:25:00,0.42,17099.0,United Kingdom,2
522084,22456,NATURAL SLATE CHALKBOARD LARGE ,3,09/12/2010 11:52:00,4.95,15992.0,United Kingdom,2
530073,21990,MODERN FLORAL STATIONERY SET,1,11/01/2010 12:22:00,2.95,15958.0,United Kingdom,2
490957,21232,STRAWBERRY CERAMIC TRINKET BOX,12,12/08/2009 15:12:00,1.25,15823.0,United Kingdom,2
492549,84671B,CROCHET BEAR WITH BLUE STRIPES,6,12/17/2009 14:15:00,2.55,13203.0,United Kingdom,2
532092,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,11/10/2010 15:51:00,0.85,18280.0,United Kingdom,2
520405,22439,6 ROCKET BALLOONS ,1,08/25/2010 17:27:00,0.65,17338.0,United Kingdom,2
501437,21246,RED SPOTTY BIG BOWL,4,03/16/2010 13:22:00,4.95,12703.0,Germany,2
534319,22461,SAVOY ART DECO CLOCK,1,11/22/2010 11:37:00,25.49,,United Kingdom,2
494147,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,01/11/2010 14:39:00,5.91,,United Kingdom,2
502675,84688,BEACH HUT DESIGN BLACKBOARD,6,03/26/2010 10:02:00,4.25,14013.0,United Kingdom,2
C530931,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,11/04/2010 17:08:00,8.5,12720.0,Germany,2
534656,21067,VINTAGE RED TEATIME MUG,6,11/23/2010 13:36:00,1.25,13869.0,United Kingdom,2
534083,84949,SILVER HANGING T-LIGHT HOLDER,4,11/21/2010 11:52:00,1.65,13668.0,United Kingdom,2
500918,22247,BUNNY DECORATION MAGIC GARDEN,1,03/11/2010 10:30:00,1.66,,United Kingdom,2
519738,20727,LUNCH BAG  BLACK SKULL.,1,08/20/2010 09:28:00,4.21,,United Kingdom,2
516893,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,07/23/2010 15:10:00,11.02,,United Kingdom,2
506248,22487,WHITE WOOD GARDEN PLANT LADDER,1,04/28/2010 13:26:00,9.95,14724.0,United Kingdom,2
495390,84509A,ENGLISH ROSE PLACEMATS,2,01/24/2010 15:23:00,3.75,17142.0,United Kingdom,2
515319,79029,GLASS HONEYPOT WASP CATCHER,4,07/11/2010 12:00:00,1.95,17085.0,United Kingdom,2
490817,84795B,SUNSET CHECK HAMMOCK,12,12/08/2009 12:33:00,6.95,15311.0,United Kingdom,2
501558,85232B,SET/3 RUSSIAN DOLL STACKING TINS,1,03/17/2010 16:35:00,10.17,,United Kingdom,2
531804,21169,YOU'RE CONFUSING ME METAL SIGN ,1,11/09/2010 16:03:00,1.69,14535.0,United Kingdom,2
